date,action,price,qty,pnl
2025-04-25 06:00:00,SELL,62.45,1,-579.9999999999983
2025-04-25 12:30:00,BUY,63.01,1,-539.9999999999991
2025-04-27 23:30:00,SELL,63.27,1,110.00000000000654
2025-04-28 06:30:00,SELL,62.63,1,-549.9999999999972
2025-04-28 10:00:00,BUY,62.41,1,470.00000000000597
2025-04-28 16:00:00,BUY,61.99,1,59.99999999999517
2025-04-28 20:30:00,BUY,61.84,1,139.99999999999346
2025-04-28 23:00:00,BUY,61.68,1,240.000000000002
2025-04-29 07:00:00,BUY,61.02,1,219.99999999999886
2025-04-30 18:30:00,BUY,58.37,1,2050.000000000004
2025-05-01 03:00:00,BUY,57.84,1,319.9999999999932
2025-05-01 09:00:00,BUY,57.68,1,-579.9999999999983
2025-05-01 10:30:00,BUY,58.79,1,-600.0000000000014
2025-05-01 21:00:00,BUY,59.48,1,-559.9999999999952
2025-05-02 04:00:00,SELL,59.16,1,-570.0000000000002
2025-05-04 18:30:00,BUY,56.05,1,2270.000000000003
2025-05-05 03:30:00,BUY,57.02,1,-670.0000000000017
2025-05-05 08:00:00,BUY,57.35,1,-120.00000000000455
2025-05-05 10:30:00,BUY,56.78,1,689.9999999999977
2025-05-05 15:30:00,BUY,57.09,1,139.99999999999346
2025-05-06 08:30:00,SELL,58.67,1,420.0000000000017
2025-05-06 18:30:00,SELL,59.63,1,530.0000000000011
2025-05-07 00:00:00,SELL,59.6,1,60.000000000002274
2025-05-07 07:30:00,SELL,59.57,1,20.000000000003126
2025-05-08 00:00:00,BUY,58.59,1,-470.00000000000597
2025-05-08 01:30:00,BUY,58.51,1,109.99999999999943
2025-05-08 06:30:00,BUY,59.0,1,-590.0000000000034
2025-05-08 22:30:00,SELL,60.09,1,90.00000000000341
2025-05-09 11:00:00,SELL,60.62,1,299.99999999999716
2025-05-11 18:30:00,SELL,61.41,1,459.99999999999375
2025-05-11 23:30:00,SELL,61.35,1,240.000000000002
2025-05-12 10:00:00,SELL,62.84,1,-509.999999999998
2025-05-12 17:00:00,SELL,61.96,1,-310.0000000000023
2025-05-12 23:30:00,SELL,61.77,1,60.000000000002274
2025-05-13 20:00:00,SELL,63.66,1,-30.000000000001137
2025-05-14 02:30:00,SELL,63.33,1,-100.00000000000142
2025-05-14 07:30:00,SELL,62.95,1,20.000000000003126
2025-05-14 13:00:00,SELL,63.4,1,359.99999999999943
2025-05-14 16:00:00,SELL,62.83,1,-520.0000000000032
2025-05-15 09:30:00,BUY,61.65,1,-710.0000000000009
2025-05-15 11:00:00,BUY,61.3,1,520.0000000000032
2025-05-15 17:00:00,BUY,61.69,1,-59.99999999999517
2025-05-15 23:30:00,BUY,61.62,1,70.00000000000028
2025-05-16 05:00:00,BUY,61.39,1,299.99999999999716
2025-05-16 08:30:00,BUY,61.78,1,-210.00000000000085
2025-05-16 17:00:00,SELL,62.49,1,0.0
2025-05-19 10:30:00,BUY,61.95,1,-560.0000000000023
2025-05-19 16:30:00,SELL,62.11,1,-30.000000000001137
2025-05-20 15:30:00,SELL,62.3,1,250.0
2025-05-20 22:00:00,SELL,63.08,1,70.00000000000028
2025-05-21 00:30:00,SELL,63.27,1,260.0000000000051
2025-05-21 04:00:00,SELL,62.92,1,179.99999999999972
2025-05-21 08:30:00,SELL,62.93,1,380.00000000000256
2025-05-21 11:00:00,SELL,61.95,1,-559.9999999999952
2025-05-21 21:00:00,BUY,61.25,1,90.00000000000341
2025-05-22 02:30:00,BUY,61.44,1,70.00000000000028
2025-05-22 05:30:00,BUY,60.77,1,309.99999999999517
2025-05-22 12:00:00,BUY,60.67,1,-50.00000000000426
2025-05-22 22:30:00,BUY,60.71,1,179.99999999999972
2025-05-23 15:30:00,SELL,61.73,1,339.9999999999963
2025-05-26 00:30:00,SELL,61.78,1,30.000000000001137
2025-05-26 08:30:00,SELL,61.5,1,-90.00000000000341
2025-05-26 20:00:00,SELL,61.48,1,-50.00000000000426
2025-05-27 20:00:00,BUY,61.22,1,-490.000000000002
2025-05-28 12:00:00,SELL,62.33,1,659.9999999999966
2025-05-28 16:30:00,SELL,61.75,1,-229.99999999999687
2025-05-29 01:00:00,SELL,62.76,1,119.99999999999744
2025-05-29 06:00:00,SELL,62.77,1,140.00000000000057
2025-05-29 19:00:00,BUY,60.89,1,39.99999999999915
2025-05-30 03:00:00,BUY,60.68,1,30.000000000001137
2025-05-30 07:30:00,BUY,61.7,1,-640.0000000000006
2025-06-01 18:30:00,BUY,61.99,1,-1410.0000000000036
2025-06-02 12:30:00,SELL,63.07,1,410.0000000000037
2025-06-02 16:00:00,SELL,63.01,1,439.9999999999977
2025-06-03 03:30:00,SELL,62.97,1,0.0
2025-06-03 10:30:00,SELL,63.6,1,509.999999999998
2025-06-03 18:30:00,SELL,63.42,1,-199.99999999999574
2025-06-03 22:00:00,SELL,63.34,1,100.00000000000142
2025-06-04 02:30:00,SELL,63.21,1,20.000000000003126
2025-06-04 10:00:00,SELL,63.7,1,510.0000000000051
2025-06-04 16:30:00,BUY,62.72,1,149.99999999999858
2025-06-04 23:00:00,BUY,62.66,1,110.00000000000654
2025-06-05 09:00:00,BUY,63.66,1,-979.9999999999968
2025-06-05 14:30:00,SELL,63.37,1,-130.00000000000256
2025-06-05 20:30:00,SELL,63.2,1,-70.00000000000028
2025-06-06 00:00:00,SELL,63.21,1,60.000000000002274
2025-06-06 08:30:00,BUY,63.28,1,-160.0000000000037
2025-06-06 15:00:00,SELL,64.74,1,219.99999999999886
2025-06-08 22:30:00,SELL,64.58,1,-19.99999999999602
2025-06-09 02:00:00,SELL,64.55,1,19.99999999999602
2025-06-09 05:00:00,SELL,64.64,1,230.00000000000398
2025-06-09 11:00:00,SELL,65.05,1,549.9999999999972
2025-06-09 14:00:00,SELL,64.92,1,109.99999999999943
2025-06-10 04:30:00,SELL,65.42,1,19.99999999999602
2025-06-10 10:30:00,SELL,65.99,1,599.9999999999943
2025-06-10 15:00:00,SELL,64.72,1,-650.0000000000057
2025-06-10 18:30:00,BUY,64.7,1,200.00000000000284
2025-06-10 20:30:00,BUY,64.62,1,170.0000000000017
2025-06-11 03:00:00,BUY,64.9,1,-40.00000000000625
2025-06-11 18:30:00,SELL,68.72,1,819.9999999999932
2025-06-12 00:30:00,SELL,67.92,1,-390.00000000000057
2025-06-12 06:30:00,SELL,67.05,1,-640.0000000000006
2025-06-12 09:00:00,SELL,67.18,1,100.00000000000853
2025-06-12 20:00:00,SELL,69.32,1,759.9999999999909
2025-06-13 02:00:00,SELL,73.2,1,-719.9999999999989
2025-06-13 04:30:00,SELL,72.16,1,310.0000000000023
2025-06-13 10:00:00,SELL,72.44,1,-790.0000000000063
2025-06-15 23:00:00,SELL,73.89,1,150.00000000000568
2025-06-16 01:00:00,SELL,73.82,1,179.9999999999926
2025-06-16 04:00:00,SELL,72.83,1,-710.000000000008
2025-06-16 07:00:00,SELL,71.87,1,-759.9999999999909
2025-06-16 15:00:00,BUY,71.19,1,250.0
2025-06-16 18:30:00,BUY,71.05,1,359.99999999999943
2025-06-16 22:30:00,SELL,73.22,1,1230.000000000004
2025-06-17 01:00:00,SELL,72.34,1,270.00000000001023
2025-06-17 10:30:00,SELL,73.72,1,879.9999999999955
2025-06-17 17:00:00,SELL,75.49,1,689.9999999999977
2025-06-17 23:00:00,SELL,75.23,1,90.00000000000341
2025-06-18 02:30:00,SELL,74.35,1,-650.0000000000057
2025-06-18 05:30:00,SELL,73.86,1,-719.9999999999989
2025-06-19 00:30:00,BUY,73.33,1,-60.000000000002274
2025-06-19 03:00:00,BUY,74.35,1,-649.9999999999915
2025-06-19 07:30:00,SELL,74.4,1,440.00000000001194
2025-06-19 10:00:00,SELL,74.75,1,439.9999999999977
2025-06-19 18:30:00,BUY,72.95,1,929.9999999999926
2025-06-19 22:00:00,BUY,73.52,1,320.0000000000074
2025-06-20 02:00:00,BUY,73.19,1,530.0000000000011
2025-06-20 13:30:00,BUY,73.58,1,90.00000000000341
2025-06-23 01:30:00,SELL,74.67,1,-620.0000000000045
2025-06-23 04:30:00,SELL,73.48,1,-890.0000000000006
2025-06-23 08:30:00,BUY,73.8,1,480.000000000004
2025-06-23 13:30:00,BUY,69.93,1,3809.999999999988
2025-06-23 23:00:00,BUY,66.85,1,-859.9999999999994
2025-06-24 05:30:00,BUY,66.13,1,300.00000000001137
2025-06-24 08:00:00,BUY,66.07,1,550.0000000000114
2025-06-24 23:00:00,BUY,65.2,1,-269.999999999996
2025-06-25 04:30:00,BUY,65.35,1,170.0000000000017
2025-06-25 12:30:00,BUY,65.95,1,-909.9999999999966
2025-06-25 20:00:00,BUY,65.05,1,150.00000000000568
2025-06-25 23:30:00,BUY,65.11,1,120.00000000000455
2025-06-26 02:00:00,BUY,65.19,1,0.0
2025-06-26 04:00:00,BUY,65.12,1,319.9999999999932
2025-06-26 09:00:00,BUY,65.03,1,30.000000000001137
