date,action,price,qty,pnl
2025-04-25 11:30:00,SELL,62.83,1,879.9999999999955
2025-04-27 19:30:00,BUY,63.41,1,-219.99999999999886
2025-04-28 09:30:00,SELL,63.06,1,330.0000000000054
2025-04-28 20:00:00,SELL,62.01,1,189.99999999999773
2025-04-29 04:00:00,SELL,61.18,1,-289.99999999999915
2025-04-29 05:00:00,SELL,60.92,1,-629.9999999999955
2025-04-29 10:30:00,SELL,60.53,1,-710.0000000000009
2025-05-01 09:00:00,SELL,57.68,1,579.9999999999983
2025-05-01 21:00:00,BUY,59.48,1,-979.9999999999968
2025-05-02 03:00:00,BUY,59.34,1,229.99999999999687
2025-05-02 09:00:00,SELL,59.2,1,320.0000000000003
2025-05-05 03:00:00,SELL,56.6,1,590.0000000000034
2025-05-05 10:30:00,BUY,56.78,1,570.0000000000002
2025-05-06 02:30:00,BUY,58.21,1,-280.00000000000114
2025-05-06 05:00:00,BUY,58.59,1,-360.00000000000654
2025-05-06 09:30:00,BUY,59.18,1,-929.9999999999998
2025-05-06 15:00:00,BUY,59.01,1,310.0000000000023
2025-05-07 05:30:00,BUY,59.55,1,470.00000000000597
2025-05-07 21:30:00,SELL,58.38,1,230.00000000000398
2025-05-08 02:30:00,BUY,58.23,1,280.00000000000114
2025-05-08 12:00:00,BUY,59.95,1,-400.0000000000057
2025-05-08 16:30:00,BUY,60.18,1,-490.000000000002
2025-05-08 22:00:00,BUY,59.97,1,230.00000000000398
2025-05-09 09:30:00,BUY,60.32,1,560.0000000000023
2025-05-12 01:00:00,BUY,61.47,1,-339.9999999999963
2025-05-12 05:30:00,BUY,63.04,1,-719.9999999999989
2025-05-12 11:00:00,BUY,62.44,1,910.0000000000036
2025-05-13 01:30:00,SELL,61.92,1,-119.99999999999744
2025-05-13 08:00:00,BUY,62.7,1,-210.00000000000085
2025-05-13 10:30:00,BUY,63.12,1,-549.9999999999972
2025-05-13 12:00:00,BUY,63.67,1,-710.0000000000009
2025-05-13 20:30:00,BUY,63.48,1,210.00000000000085
2025-05-14 03:30:00,SELL,63.5,1,189.99999999999773
2025-05-15 02:00:00,SELL,61.37,1,-390.00000000000057
2025-05-15 03:00:00,SELL,61.06,1,-640.0000000000006
2025-05-15 05:00:00,SELL,60.63,1,-570.0000000000002
2025-05-15 09:00:00,SELL,61.4,1,509.999999999998
2025-05-18 18:30:00,BUY,61.78,1,710.0000000000009
2025-05-19 06:30:00,SELL,61.08,1,-550.0000000000043
2025-05-19 08:30:00,SELL,61.7,1,410.0000000000037
2025-05-19 14:00:00,BUY,61.74,1,519.999999999996
2025-05-20 06:30:00,SELL,62.05,1,-70.00000000000028
2025-05-21 02:30:00,BUY,62.74,1,269.999999999996
2025-05-21 16:00:00,SELL,61.32,1,-630.0000000000025
2025-05-22 03:00:00,BUY,60.57,1,869.9999999999975
2025-05-22 07:00:00,SELL,60.29,1,-679.9999999999998
2025-05-22 10:30:00,SELL,61.03,1,570.0000000000002
2025-05-23 08:00:00,BUY,60.44,1,830.0000000000055
2025-05-26 22:00:00,BUY,61.37,1,-29.99999999999403
2025-05-27 16:00:00,SELL,60.99,1,280.00000000000114
2025-05-28 02:00:00,BUY,61.12,1,70.00000000000028
2025-05-28 12:00:00,BUY,62.33,1,-530.0000000000011
2025-05-28 15:00:00,BUY,61.59,1,599.9999999999943
2025-05-29 01:30:00,BUY,62.86,1,-359.99999999999943
2025-05-29 04:30:00,BUY,62.58,1,260.0000000000051
2025-05-29 09:00:00,SELL,61.64,1,-500.0
2025-05-29 21:30:00,SELL,60.63,1,-339.9999999999963
2025-05-30 03:30:00,SELL,60.91,1,179.99999999999972
2025-05-30 08:30:00,BUY,60.43,1,530.0000000000011
2025-06-02 05:00:00,BUY,62.87,1,-429.9999999999997
2025-06-02 07:00:00,BUY,63.39,1,-420.0000000000017
2025-06-02 10:00:00,BUY,62.66,1,770.0000000000032
2025-06-03 16:00:00,BUY,63.33,1,320.0000000000003
2025-06-04 08:30:00,BUY,63.19,1,200.00000000000284
2025-06-05 07:00:00,BUY,63.18,1,-289.99999999999915
2025-06-05 13:00:00,BUY,63.27,1,349.9999999999943
2025-06-06 06:00:00,SELL,63.2,1,250.0
2025-06-06 15:00:00,BUY,64.74,1,-299.99999999999716
2025-06-08 20:30:00,BUY,64.54,1,199.99999999998863
2025-06-09 05:00:00,SELL,64.64,1,209.99999999999375
2025-06-09 10:00:00,BUY,64.5,1,420.0000000000017
2025-06-10 01:30:00,BUY,65.31,1,90.00000000000341
2025-06-10 13:00:00,BUY,65.37,1,439.9999999999977
2025-06-10 23:30:00,SELL,64.88,1,-30.000000000001137
2025-06-11 06:00:00,BUY,65.67,1,-540.0000000000063
2025-06-11 13:30:00,BUY,66.91,1,-659.9999999999966
2025-06-11 22:30:00,BUY,67.88,1,430.0000000000068
2025-06-12 06:00:00,SELL,67.16,1,-400.0000000000057
2025-06-12 10:00:00,SELL,67.49,1,429.9999999999926
2025-06-12 17:00:00,BUY,68.86,1,-769.999999999996
2025-06-12 20:00:00,BUY,69.32,1,-759.9999999999909
2025-06-13 03:00:00,BUY,71.85,1,1620.0000000000045
2025-06-16 07:00:00,SELL,71.87,1,-629.9999999999955
2025-06-16 09:00:00,SELL,71.53,1,-640.0000000000006
2025-06-16 10:00:00,SELL,70.05,1,-1799.9999999999973
2025-06-16 13:00:00,SELL,71.88,1,1329.9999999999982
2025-06-17 00:00:00,BUY,72.07,1,130.00000000000966
2025-06-17 22:30:00,BUY,74.78,1,140.00000000000057
2025-06-19 14:00:00,BUY,73.28,1,1799.9999999999973
2025-06-20 00:30:00,SELL,73.97,1,650.0000000000057
2025-06-23 01:00:00,BUY,74.9,1,439.9999999999977
2025-06-23 10:30:00,SELL,73.03,1,-1099.9999999999943
2025-06-24 02:30:00,SELL,64.88,1,-1579.9999999999982
2025-06-26 14:30:00,BUY,65.24,1,630.0000000000097
