date,action,price,qty,pnl
2025-04-25 11:30:00,BUY,19424.0,1,-3870.0
2025-04-28 10:30:00,SELL,19318.8,1,-4584.000000000015
2025-04-28 14:30:00,BUY,19506.8,1,-3180.0
2025-04-29 10:00:00,BUY,19596.8,1,-2935.9999999999854
2025-04-30 09:30:00,BUY,19309.2,1,2675.9999999999854
2025-05-01 09:00:00,SELL,19877.0,1,704.0000000000146
2025-05-01 15:00:00,SELL,19877.8,1,-4004.0000000000146
2025-05-02 00:00:00,BUY,19985.0,1,-3955.9999999999854
2025-05-04 20:30:00,SELL,20065.2,1,-600.0
2025-05-05 10:00:00,BUY,20105.0,1,-2020.0
2025-05-05 15:30:00,SELL,20015.5,1,-2365.9999999999854
2025-05-06 09:30:00,BUY,19899.8,1,-1200.0
2025-05-07 08:30:00,SELL,19899.8,1,-3724.0000000000146
2025-05-07 16:00:00,BUY,19957.5,1,-2290.0
2025-05-08 08:30:00,SELL,20163.2,1,1220.0
2025-05-08 10:30:00,BUY,20173.5,1,-1670.0
2025-05-12 09:00:00,SELL,20786.5,1,7560.0
2025-05-14 03:30:00,SELL,21282.2,1,6804.000000000015
2025-05-15 10:00:00,BUY,21335.8,1,-91.9999999999709
2025-05-15 14:30:00,SELL,21320.2,1,-1720.0
2025-05-16 09:30:00,SELL,21412.8,1,-594.0000000000146
2025-05-19 09:00:00,BUY,21356.2,1,-520.0
2025-05-19 23:00:00,SELL,21434.0,1,584.0000000000146
2025-05-21 07:00:00,BUY,21340.0,1,-175.99999999998545
2025-05-21 12:30:00,SELL,21203.5,1,-5065.999999999985
2025-05-22 08:00:00,BUY,21190.8,1,-2880.0
2025-05-23 12:30:00,BUY,21069.8,1,-4700.0
2025-05-26 18:00:00,SELL,21228.5,1,670.0
2025-05-27 01:30:00,BUY,21239.2,1,-548.0000000000291
2025-05-28 04:00:00,SELL,21418.8,1,1700.0
2025-05-28 10:00:00,SELL,21432.5,1,-1680.0
2025-05-29 05:30:00,SELL,21733.0,1,410.0
2025-05-30 14:30:00,BUY,21387.2,1,5945.999999999985
2025-06-02 03:30:00,BUY,21255.5,1,-1670.0
2025-06-03 02:30:00,SELL,21412.8,1,311.9999999999709
2025-06-04 07:30:00,SELL,21679.5,1,3045.9999999999854
2025-06-05 04:30:00,SELL,21774.2,1,-751.9999999999709
2025-06-05 12:00:00,SELL,21687.2,1,-4655.999999999985
2025-06-06 08:00:00,BUY,21761.2,1,-4924.000000000015
2025-06-08 21:30:00,SELL,21725.5,1,-1450.0
2025-06-10 00:30:00,SELL,21785.0,1,-1360.0
2025-06-11 13:00:00,SELL,21916.5,1,-960.0
2025-06-12 09:00:00,BUY,21857.2,1,-2124.0000000000146
2025-06-12 19:00:00,SELL,21786.8,1,-2960.0
2025-06-13 09:00:00,BUY,21729.0,1,-2580.0
2025-06-13 14:30:00,SELL,21633.5,1,-3290.0
2025-06-16 18:00:00,SELL,21859.8,1,1551.999999999971
2025-06-18 01:30:00,BUY,21795.0,1,-84.00000000001455
2025-06-19 17:30:00,BUY,21849.5,1,-6034.000000000015
2025-06-20 09:30:00,SELL,21936.5,1,845.9999999999854
2025-06-23 06:30:00,SELL,21813.2,1,-1645.9999999999854
2025-06-25 11:00:00,SELL,22444.0,1,9210.0
2025-06-27 08:30:00,SELL,22707.2,1,3740.0
2025-06-27 15:00:00,BUY,22752.0,1,-2844.0000000000146
2025-06-30 20:00:00,BUY,22900.2,1,-1664.0000000000146
2025-07-01 23:30:00,BUY,22770.2,1,95.99999999998545
2025-07-02 04:00:00,SELL,22709.8,1,-1248.000000000029
2025-07-02 09:00:00,BUY,22707.2,1,-894.0000000000146
2025-07-03 21:30:00,SELL,23011.8,1,315.99999999998545
2025-07-06 17:30:00,BUY,22985.2,1,-440.0
2025-07-06 21:00:00,SELL,22942.8,1,-648.0000000000291
2025-07-08 02:00:00,BUY,22947.0,1,-3210.0
2025-07-09 10:00:00,SELL,22947.5,1,-625.9999999999854
2025-07-10 09:00:00,SELL,22960.0,1,-2220.0
2025-07-10 13:00:00,BUY,23037.0,1,-1975.9999999999854
2025-07-10 22:30:00,BUY,22969.0,1,-1944.0000000000146
2025-07-14 03:00:00,BUY,22881.8,1,-745.9999999999854
2025-07-14 22:00:00,SELL,23056.0,1,2260.0
2025-07-15 10:00:00,SELL,23099.5,1,-1294.0000000000146
2025-07-16 08:00:00,BUY,23073.8,1,-1065.9999999999854
2025-07-16 09:00:00,SELL,22968.5,1,-2120.0
2025-07-17 07:00:00,SELL,23087.5,1,5.999999999985448
2025-07-18 05:30:00,SELL,23259.8,1,1305.9999999999854
2025-07-20 21:30:00,BUY,23269.2,1,-1524.0000000000146
2025-07-21 08:00:00,SELL,23238.0,1,-1064.0000000000146
2025-07-21 15:30:00,SELL,23340.0,1,-704.0000000000146
2025-07-22 14:00:00,BUY,23251.8,1,-2191.999999999971
2025-07-23 11:00:00,BUY,23257.8,1,-1835.9999999999854
2025-07-24 09:30:00,SELL,23332.0,1,-690.0
2025-07-25 10:30:00,BUY,23420.0,1,-1044.0000000000146
2025-07-28 04:30:00,SELL,23530.0,1,1320.0
2025-07-28 18:00:00,BUY,23526.8,1,-180.0
2025-07-29 09:30:00,SELL,23559.5,1,-30.0
2025-07-30 11:00:00,BUY,23529.8,1,-31.999999999970896
2025-07-31 06:30:00,SELL,23772.0,1,2204.0000000000146
2025-08-04 04:00:00,BUY,23060.8,1,12208.00000000003
2025-08-05 03:00:00,SELL,23329.8,1,5451.999999999971
2025-08-06 01:30:00,BUY,23197.5,1,-325.99999999998545
2025-08-07 10:00:00,SELL,23538.2,1,4288.000000000029
2025-08-07 17:30:00,BUY,23561.2,1,-3054.0000000000146
2025-08-11 03:00:00,SELL,23706.8,1,1265.9999999999854
2025-08-11 09:00:00,BUY,23744.8,1,-1091.999999999971
2025-08-12 08:00:00,BUY,23773.2,1,-2694.0000000000146
2025-08-13 09:30:00,SELL,23956.5,1,4474.000000000015
2025-08-14 07:00:00,BUY,23955.5,1,-610.0
2025-08-14 09:00:00,BUY,23936.0,1,-1830.0
2025-08-19 04:30:00,BUY,23800.2,1,135.99999999998545
2025-08-20 02:30:00,BUY,23417.0,1,5235.999999999985
2025-08-20 10:30:00,BUY,23224.8,1,-1031.999999999971
2025-08-21 09:30:00,BUY,23344.8,1,-2160.0
